,symbol,company,sector,2016Q2_weight,2016Q2_vol_shares,2016Q2_vol_$,2016Q2_price_change,2016Q3_weight,2016Q3_vol_shares,2016Q3_vol_shares_change,2016Q3_vol_$,2016Q3_vol_$_change,2016Q3_price_change,2016Q4_weight,2016Q4_vol_shares,2016Q4_vol_shares_change,2016Q4_vol_$,2016Q4_vol_$_change,2016Q4_price_change,2017Q1_weight,2017Q1_vol_shares,2017Q1_vol_shares_change,2017Q1_vol_$,2017Q1_vol_$_change,2017Q1_price_change,2017Q2_weight,2017Q2_vol_shares,2017Q2_vol_shares_change,2017Q2_vol_$,2017Q2_vol_$_change,2017Q2_price_change,2017Q3_weight,2017Q3_vol_shares,2017Q3_vol_shares_change,2017Q3_vol_$,2017Q3_vol_$_change,2017Q3_price_change,2017Q4_weight,2017Q4_vol_shares,2017Q4_vol_shares_change,2017Q4_vol_$,2017Q4_vol_$_change,2017Q4_price_change,2018Q1_weight,2018Q1_vol_shares,2018Q1_vol_shares_change,2018Q1_vol_$,2018Q1_vol_$_change,2018Q1_price_change,2018Q2_weight,2018Q2_vol_shares,2018Q2_vol_shares_change,2018Q2_vol_$,2018Q2_vol_$_change,2018Q2_price_change,2018Q3_weight,2018Q3_vol_shares,2018Q3_vol_shares_change,2018Q3_vol_$,2018Q3_vol_$_change,2018Q3_price_change,2018Q4_weight,2018Q4_vol_shares,2018Q4_vol_shares_change,2018Q4_vol_$,2018Q4_vol_$_change,2018Q4_price_change,2019Q1_weight,2019Q1_vol_shares,2019Q1_vol_shares_change,2019Q1_vol_$,2019Q1_vol_$_change,2019Q1_price_change,2019Q2_weight,2019Q2_vol_shares,2019Q2_vol_shares_change,2019Q2_vol_$,2019Q2_vol_$_change,2019Q2_price_change,2019Q3_weight,2019Q3_vol_shares,2019Q3_vol_shares_change,2019Q3_vol_$,2019Q3_vol_$_change,2019Q3_price_change,2019Q4_weight,2019Q4_vol_shares,2019Q4_vol_shares_change,2019Q4_vol_$,2019Q4_vol_$_change,2019Q4_price_change,2020Q1_weight,2020Q1_vol_shares,2020Q1_vol_shares_change,2020Q1_vol_$,2020Q1_vol_$_change,2020Q1_price_change,2020Q2_weight,2020Q2_vol_shares,2020Q2_vol_shares_change,2020Q2_vol_$,2020Q2_vol_$_change,2020Q2_price_change,2020Q3_weight,2020Q3_vol_shares,2020Q3_vol_shares_change,2020Q3_vol_$,2020Q3_vol_$_change,2020Q3_price_change,2020Q4_weight,2020Q4_vol_shares,2020Q4_vol_shares_change,2020Q4_vol_$,2020Q4_vol_$_change,2020Q4_price_change
64,BLK,BlackRock,Financials,0.001874994616879493,37545535,13124763869.287601,2.199,0.0018379761779808894,33794194,-9.991,12265440647.8163,-6.547,5.945,0.0023032334379511524,46668682,38.097,17111835757.772501,39.513,5.209,0.0017824113259912846,34072321,-26.991,13019916117.22935,-23.913,-0.273,0.001916142939943415,36490141,7.096,14603607832.815601,12.164,10.051,0.0017403658458901552,30055810,-17.633,12819590942.327497,-12.216,4.97,0.0017897564859716234,29565307,-1.632,14334343713.862503,11.816,14.667,0.0020299595232267215,39027844,32.006,21453892542.577496,49.668,4.422,0.00191309010760115,35582774,-8.827,18772232768.0105,-12.5,-7.271,0.002000371175165833,38334584,7.734,18665291653.8571,-0.57,-4.601,0.002134563925154276,59752817,55.872,24411972341.1895,30.788,-17.284,0.001683907839662051,39149784,-34.48,16366537126.1075,-32.957,10.519,0.0015453198305525552,31986509,-18.297,14499947801.884998,-11.405,8.737,0.0017973688925761097,37020905,15.739,16371659570.324999,12.908,-6.157,0.0015508699798199963,30282777,-18.201,14262706396.27,-12.882,12.807,0.0019422871660597135,60054957,98.314,28047582036.905006,96.65,-13.731,0.003075214267525145,86944296,44.775,43610299382.409996,55.487,30.131,0.001521251318841757,39433748,-54.645,22402893260.129997,-48.629,3.539,0.0017863948418434087,38222485,-3.072,25359070296.57,13.196,25.085
65,BLL,Ball,Materials,0.0011090184615771526,215470236,7763011852.8581505,1.702,0.001360857581729731,240776452,11.745,9081465852.9325,16.984,12.832,0.0008120317036606103,156235462,-35.112,6032976473.06875,-33.568,-7.946,0.0008017831453098765,157309624,0.688,5856756599.28675,-2.921,-1.915,0.00081823732209406,158421217,0.707,6236078069.618201,6.477,13.85,0.0007253432348529015,130353326,-17.717,5342901658.03775,-14.323,-2.686,0.0008254644411778635,163755269,25.624,6611229581.320001,23.739,-8.22,0.0007401266222944931,200880223,22.671,7822124944.3275,18.316,3.98,0.0006880460619095379,177354867,-11.711,6751464961.299999,-13.688,-10.227,0.0007172297293949643,164274115,-7.375,6692409012.9744005,-0.875,25.399,0.0009455437944760279,231235013,40.762,10813725785.45,61.582,4.263,0.00087260342948719,160532422,-30.576,8481162738.655,-21.57,27.867,0.00094359928795913,141375191,-11.934,8853921467.125,4.395,20.237,0.001144296400889461,140476012,-0.636,10423030686.85,17.722,3.16,0.0009787631889361513,132645981,-5.574,9001278106.43,-13.64,-11.375,0.0008275348438233143,173425520,30.743,11950010187.019999,32.759,-0.015,0.0006147597019175768,128982557,-25.627,8718044440.669998,-27.046,12.081,0.0005785645805727734,111668035,-13.424,8520301926.529999,-2.268,19.632,0.0006852167170674787,104921194,-6.042,9727109869.265,14.164,11.419
66,BMY,Bristol Myers Squibb,Health Care,0.003854198088988413,380977115,26978978695.747154,15.736,0.006816880401094325,742495219,94.892,45491363252.9975,68.618,-26.639,0.005343858375748582,737891488,-0.62,39702109795.67501,-12.726,8.363,0.006050470395829485,824447933,11.73,44196654203.63501,11.321,-7.517,0.003708059850449962,519320926,-37.01,28260444848.7435,-36.058,2.164,0.0030844464477503453,390639811,-24.779,22720131998.137497,-19.604,13.114,0.0025816398105689177,330478501,-15.401,20676618679.773,-8.994,-3.95,0.002842789464817666,468935650,41.896,30044392019.4156,45.306,2.879,0.003229361036726515,587662578,25.318,31688166089.2539,5.471,-12.089,0.0021265100226725655,334524646,-43.075,19842282407.785248,-37.383,12.382,0.002732045962140874,587365072,75.582,31245084617.375,57.467,-16.699,0.006309255260903627,1235715620,110.383,61322037960.45751,96.261,-7.215,0.004636054060006979,934928828,-24.341,43500730753.439995,-29.062,-5.619,0.003848721053959074,752055766,-19.56,35056771671.534996,-19.411,10.939,0.007001446582278619,1122060693,49.199,64389393212.575,83.672,25.641,0.004208117275356776,1014172542,-9.615,60767283316.26001,-5.625,-12.702,0.004312155927800201,1023187728,0.889,61151644937.685,0.633,9.661,0.0025875232873680226,633816776,-38.055,38105477574.30501,-37.687,1.858,0.00287253284419947,661473018,4.363,40777526120.759995,7.012,2.733
67,BR,Broadridge,Information Technology,0.0005628300249411816,63054400,3939750604.82695,10.49,0.0004078731237104047,39865826,-36.776,2721876186.7769,-30.912,3.797,0.0003053266501088654,35077038,-12.012,2268419432.8914495,-16.66,-2.241,0.0002657734702948835,28576920,-18.531,1941385941.03685,-14.417,2.15,0.0002908613047830511,30637869,7.212,2216757602.08065,14.184,11.38,0.0002813043328886226,26932255,-12.095,2072096787.266,-6.526,6.707,0.0003329232388264755,30396607,12.863,2666416449.9900002,28.682,12.159,0.00040803229073811177,42838001,40.93,4312342595.62105,61.728,20.95,0.0009464890568693739,81577615,90.433,9287441724.42865,115.369,5.49,0.0006674131030452451,49222572,-39.662,6227574350.501499,-32.946,15.086,0.0006907411874798884,73814716,49.961,7899671949.370501,26.85,-27.441,0.0005672133483231973,55003317,-25.485,5512961045.195,-30.213,9.193,0.0007203601020986692,56574457,2.856,6759237584.659999,22.606,22.158,0.0005364368925068883,38006289,-32.821,4886232437.515,-27.71,-3.781,0.0004870341382414475,36755524,-3.291,4479050474.305,-8.333,-1.208,0.0005002091315712624,66308325,80.404,7223265899.3550005,61.268,-23.947,0.0003923866910943211,48383753,-27.032,5564523179.085001,-22.964,37.507,0.000289304373771537,31828072,-34.217,4260476178.405,-23.435,4.439,0.0003170596078413388,31036043,-2.488,4500873320.455,5.642,14.834
68,BRO,Brown & Brown,Financials,0.00021549405841666012,85216772,1508435601.09,5.579,0.00023013835468067606,83025258,-2.572,1535791575.505,1.814,0.721,0.00026527642169490713,97521856,17.46,1970866905.4799998,28.329,19.627,0.00024041079211739285,81166752,-16.771,1756120094.9530003,-10.896,-7.293,0.000197710684962986,70407170,-13.256,1506823550.2525003,-14.196,3.038,0.0002227467611532752,72687644,3.239,1640759825.5600002,8.889,11.088,0.0002047881654686247,65377888,-10.056,1640169472.98,-0.036,6.542,0.0002061643811538487,83393810,27.557,2178875208.4825,32.845,-1.491,0.0001762268009577255,64004262,-23.251,1729228808.615,-20.637,9.002,0.0001928074669439206,60444579,-5.562,1799069916.7375,4.039,7.293,0.0001844090872433899,74944418,23.989,2108997291.7649999,17.227,-7.237,0.00019055315983376703,65408754,-12.724,1852058225.195,-12.183,8.533,0.00020078429820745156,59418521,-9.158,1883986593.5100002,1.724,12.833,0.0002820900910630911,71713332,20.692,2569468603.8700004,36.385,7.067,0.00045811273917603494,111897206,56.034,4213072391.805,63.967,8.97,0.0003397168995659059,117312328,4.839,4905679127.37,16.439,-8.582,0.00024599346903558946,90892850,-22.521,3488488247.4849997,-28.889,16.992,0.00019124093305924574,63409837,-30.237,2816332947.245,-19.268,11.201,0.000191940944855705,59326179,-6.44,2724730165.6800003,-3.253,4.175
69,BSX,Boston Scientific,Health Care,0.002288194503712965,734603558,16017119344.169598,25.084,0.001851207928801205,518384923,-29.433,12353740624.8767,-22.872,1.796,0.0015577565287161605,532507219,2.724,11573327058.72,-6.317,-8.657,0.0017289416456910411,521092203,-2.144,12629338060.317,9.125,14.503,0.0015564374692221146,446207579,-14.371,11862164321.358501,-6.075,11.504,0.0011368788859878827,303429279,-31.998,8374286535.07,-29.403,4.777,0.0016909421542908242,499463436,64.606,13542929571.619999,61.72,-15.219,0.0012865697585949462,501973996,0.503,13597280651.95665,0.401,9.543,0.0016086239010643718,518716537,3.335,15784652373.133902,16.087,20.0,0.0015011916868218258,400498622,-22.79,14007490715.093004,-11.259,18.571,0.0015608058452956136,493255160,23.16,17850179456.4759,27.433,-8.871,0.001742697130987659,444414179,-9.902,16937932481.859997,-5.111,10.765,0.002119539301254868,520045491,17.018,19887927809.255,17.417,10.745,0.0016383964968813838,352030194,-32.308,14923630757.685001,-24.961,-6.266,0.002028323420418765,451574193,28.277,18653647177.74,24.994,10.481,0.0017878964427102714,694417800,53.777,25818104051.079994,38.408,-28.286,0.0018939334298754336,749336234,7.909,26858292366.63,4.029,11.037,0.0012803259334102743,491566241,-34.4,18854876159.585,-29.799,8.644,0.0021124614463914654,840872093,71.06,29987803963.0675,59.045,-6.769
70,BWA,BorgWarner,Consumer Discretionary,0.0006875965826905623,140731758,4813103303.8175,-22.295,0.0007665348393966898,152496679,8.36,5115347897.1811,6.28,17.384,0.0008299129804428967,168996755,10.82,6165825131.131801,20.536,12.077,0.0006279567233484237,110908788,-34.372,4587012966.10065,-25.606,4.895,0.000691406991746737,128017467,15.426,5269458947.89785,14.878,1.074,0.0007577940074072213,120732220,-5.691,5581935095.111501,5.93,19.78,0.0005695008679150251,86752831,-28.144,4561191005.605,-18.287,-0.186,0.0004708817026197416,94317199,8.719,4976574819.684999,9.107,-2.409,0.000504713701198043,99734942,5.744,4952512713.5669,-0.484,-13.852,0.0006056436662742321,126638278,26.975,5651209040.43355,14.108,0.423,0.00048279553847535865,144245067,13.903,5521498416.05625,-2.295,-20.339,0.00040377883177218236,100157445,-30.564,3924479169.9895,-28.924,12.805,0.0004575600656605916,107069962,6.902,4293348818.2400002,9.399,7.065,0.00045400298885439047,112099292,4.697,4135368319.8450003,-3.68,-14.299,0.00040763225745373113,90004994,-19.71,3748824389.7700005,-9.347,17.848,0.0004982417601984958,234183557,160.19,7194856089.035,91.923,-44.614,0.0004697670057530312,222717090,-4.896,6661870679.130002,-7.408,53.013,0.00044940737437399874,169236866,-24.013,6618252562.03,-0.655,9.776,0.0005064598971122408,186077247,9.951,7189537179.815001,8.632,-1.604
71,BXP,Boston Properties,Real Estate,0.0008656070906278995,47268080,6059158018.799999,4.5,0.0008557851133139484,41231285,-12.771,5710945354.127501,-5.747,3.18,0.0009647906047505474,57907719,40.446,7167896270.132002,25.512,-7.119,0.0008892778988313355,48945319,-15.477,6495876388.829999,-9.375,3.688,0.0007096777906310523,42760980,-12.635,5408707213.8475,-16.736,-7.155,0.0006351401413949695,38612364,-9.702,4678462762.85145,-13.501,-0.583,0.0006781344428714378,43199602,11.88,5431248476.8288,16.09,6.0,0.0005999843927034164,52301809,21.07,6341013473.915001,16.751,-5.499,0.0005865803839572371,47525693,-9.132,5755831082.4165,-9.229,1.736,0.0005757458386994152,42172786,-11.263,5372234978.804999,-6.664,-1.819,0.0005402600899488776,50860691,20.601,6178692620.754999,15.012,-8.474,0.0005872045586346657,44471909,-12.561,5707263178.632501,-7.63,19.857,0.0006276084772638404,43813821,-1.48,5888936374.4800005,3.183,-3.817,0.0006442681823875597,45120373,2.982,5868433240.17,-0.348,-0.077,0.0005586038776505423,38302597,-15.11,5137247610.965,-12.46,6.144,0.0005306954661878862,63904856,66.842,7663503566.629998,49.175,-33.312,0.0007195387980929246,113463140,77.55,10203940172.060001,33.15,3.244,0.0005017383261576615,84650040,-25.394,7388910711.995001,-27.588,-11.398,0.0005375220037525735,84875105,0.266,7630484571.4,3.269,17.283
72,C,Citigroup,Financials,0.008850027164706469,1413861764,61949253468.71999,2.095,0.007921687406518569,1167196380,-17.446,52864116455.494995,-14.665,11.655,0.009785249836761855,1343062362,15.067,72699356173.11502,37.521,26.393,0.009582562698474139,1184763125,-11.786,69997402228.59999,-3.717,-1.417,0.008578434850534165,1062435566,-10.325,65379307443.659996,-6.598,11.597,0.009247720856303114,998223087,-6.044,68119010038.375,4.19,8.18,0.009109603381609353,985214880,-1.303,72959750107.045,7.106,1.834,0.007622552327971243,1076164333,9.231,80559940566.955,10.417,-10.108,0.007637730491813189,1090461444,1.329,74945374523.645,-6.969,-2.064,0.006805038065774945,898930077,-17.564,63497225809.9845,-15.275,8.352,0.007169273129008324,1321628728,47.022,81991499654.495,29.126,-27.945,0.006723375431048681,1060789231,-19.736,65347028509.055,-20.3,22.77,0.006012311687222404,844640428,-20.376,56414344726.435005,-13.67,11.424,0.0064705985671987595,869923949,2.993,58938617106.351746,4.475,-2.512,0.0059984393097594155,747529942,-14.07,55165152349.439995,-6.402,14.834,0.005519145815887048,1338786213,79.095,79699180301.32,44.474,-47.435,0.006747203688764847,2002044816,49.542,95683600316.39001,20.056,30.557,0.004939390710329983,1473381225,-26.406,72740540292.745,-23.978,-16.712,0.005312724667406279,1512172342,2.633,75417682111.1125,3.68,42.303
73,CAG,Conagra Brands,Consumer Staples,0.0011566487587961521,176362263,8096418892.21475,8.143,0.0012624395644809565,183284328,3.925,8424688924.20935,4.055,-1.649,0.0011844167821219143,214972882,17.289,8799605420.130001,4.45,-15.6,0.0010789820350633177,197086441,-8.32,7881601392.265,-10.432,1.587,0.0010445656272014836,206485145,4.769,7961006695.9514,1.007,-11.507,0.0012344150979319067,268135916,29.857,9092741417.495602,14.216,-5.49,0.0008973589329445456,201601089,-24.814,7187039957.868299,-20.958,11.747,0.0007290926110241674,209361012,3.849,7705510554.0411005,7.214,-2.331,0.0008663268110442296,229861218,9.792,8500848175.1457,10.322,-2.776,0.001216571189223623,312559101,35.977,11351721293.752499,33.536,-4.04,0.0014117192766096548,506692926,62.111,16145148677.91,42.226,-37.269,0.0012551234468617346,530137168,4.627,12199019451.701847,-24.442,31.22,0.0009954652926496862,325743867,-38.555,9340587298.9072,-23.432,-4.328,0.000941425814248942,296900051,-8.855,8575147264.014999,-8.195,15.122,0.0009010440490771473,280927381,-5.38,8286527490.58,-3.366,11.458,0.000703024667097137,344481170,22.623,10152021991.875,22.512,-14.336,0.0005530618217927272,236425666,-31.368,7843093042.35,-22.744,24.1,0.0004335036553405525,175030783,-25.968,6384044502.17,-18.603,0.876,0.00044716171293510116,175431871,0.229,6347759771.045,-0.568,0.277
74,CAH,Cardinal Health,Health Care,0.0017733446318649818,156917745,12413224732.79,-4.703,0.0016791115680388547,139620058,-11.023,11205283031.18,-9.731,-0.321,0.0018342506856485674,192109557,37.595,13627535947.602701,21.617,-7.016,0.0014056386792335577,131468188,-31.566,10267718470.974,-24.655,13.28,0.0014506510772418167,147554358,12.236,11055928549.31615,7.677,-4.662,0.0012005776622705834,125987652,-14.616,8843493775.26,-20.011,-14.304,0.0016714565144568126,218261463,73.24,13386867078.730852,51.375,-9.081,0.0012183618410236627,188005764,-13.862,12876416360.139997,-3.813,1.588,0.0011780575873134166,206652911,9.918,11559712297.55525,-10.226,-23.114,0.0012124565963473365,221733034,7.297,11313328380.964,-2.131,10.047,0.0010908917811028255,238500049,7.562,12476000214.23035,10.277,-17.575,0.0010299499460066771,199326027,-16.425,10010473039.150248,-19.762,9.134,0.0008833110334887331,178880163,-10.257,8288228511.139999,-17.204,-3.305,0.0009151637058392747,182998062,2.302,8335934100.675,0.576,-0.506,0.0009077617362045192,161408451,-11.798,8348307266.065001,0.148,6.462,0.0007267437803799527,203600720,26.14,10494537654.474998,25.709,-5.852,0.000577974215207378,159431662,-21.694,8196381249.49,-21.899,13.088,0.000505856066655021,145814414,-8.541,7449551120.120001,-9.112,-10.264,0.00047577442359689686,129683142,-11.063,6753936347.495,-9.338,13.499
75,CARR,Carrier Global,Industrials,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0010458688287093908,864056108,0.0,14831699116.515,0.0,41.89,0.0006254752338955611,331553329,-61.628,9211137389.505,-37.896,36.828,0.0008394156827512871,325612548,-1.792,11916067382.375,29.366,22.786
76,CAT,Caterpillar,Industrials,0.003642175688496764,340019846,25494844332.692997,0.278,0.0034026444429183554,277643529,-18.345,22707004563.076,-10.935,17.67,0.003843190051371334,315441885,13.614,28552918632.282497,25.745,5.076,0.004177354970328879,321646526,1.967,30514175102.27325,6.869,-1.319,0.004273295670299896,320628272,-0.317,32568308356.25,6.732,16.261,0.0033900145118870447,217482137,-32.17,24970956212.2083,-23.327,16.967,0.003966399360020107,228370261,5.006,31767300288.4002,27.217,26.733,0.005788842737330077,387070487,69.493,61180141087.31999,92.588,-6.898,0.004557588142978491,300529418,-22.358,44721419624.085,-26.902,-7.355,0.004177322933426348,275325485,-8.387,38978241564.736,-12.842,13.969,0.004710272457831814,418749151,52.092,53869101601.979996,38.203,-17.299,0.0037998208671386506,279349155,-33.29,36931896051.427505,-31.441,9.398,0.0038229737418728517,271862262,-2.68,35871486671.67,-2.871,-0.995,0.0036281760923187207,259812100,-4.432,33047898008.015,-7.871,-9.325,0.003306274954219768,219461910,-15.531,30406436097.79,-7.993,15.918,0.0024640647457350906,295604409,34.695,35582306935.825005,17.022,-22.121,0.0023790358966304394,285495804,-3.42,33737638638.445,-5.184,12.856,0.0019091021068653915,199223479,-30.218,28114625238.489998,-16.667,15.281,0.0023795750213524303,200930594,0.857,33779659921.19,20.15,21.411
77,CB,Chubb,Financials,0.001773949487035723,101100944,12417458654.967499,10.002,0.001524579257989398,80195429,-20.678,10174036326.359398,-18.067,-4.003,0.001755904358798727,102421200,27.715,13045463173.220001,28.223,5.325,0.0015383439928125559,83775158,-18.205,11237086217.865002,-13.862,2.729,0.0015882531747753491,86072865,2.743,12104643145.42655,7.72,6.607,0.0018757244338337806,95919126,11.439,13816646666.022652,14.143,-2.229,0.0016403387394912786,87848830,-8.414,13137641619.590002,-4.914,2.361,0.0014927888492378583,108581679,23.601,15776734064.825,20.088,-6.724,0.0015242302702124341,112831829,3.914,14956538278.457699,-5.199,-6.767,0.001302394851242592,89965495,-20.266,12152534513.95565,-18.748,5.536,0.0013331937503940976,118560708,31.785,15247090319.7313,25.464,-3.759,0.0013416678782378906,98192149,-17.18,13040177510.244997,-14.474,9.738,0.0013443455343108773,87330650,-11.061,12614178430.775,-3.267,4.751,0.0016500789907632652,97283729,11.397,15030042865.715,19.152,8.78,0.0016499253855901117,99225687,1.996,15173677778.685,0.956,-3.813,0.001422894711938398,151154863,52.334,20547299524.165,35.414,-28.335,0.0015684604722587489,194037370,28.37,22242687765.534996,8.251,19.509,0.0009124420341621377,107249923,-44.727,13437189006.32,-39.588,-8.191,0.001200927250208785,121785612,13.553,17047966018.355001,26.872,32.12
78,CBOE,Cboe,Financials,0.00026446898120757647,28936458,1851254877.13525,2.131,0.0003340677878159569,32806405,13.374,2229348058.42,20.424,-2.861,0.000520258992821835,56408270,71.943,3865255813.84,73.381,13.835,0.0008428175606844577,78432225,39.044,6156499222.275001,59.278,10.03,0.0008313994376673326,74235983,-5.35,6336391240.455,2.922,12.798,0.0008399725376653073,62108090,-16.337,6187264798.999999,-2.353,17.206,0.00094031060440065,63544685,2.313,7531044310.729999,21.718,15.447,0.0010722936466265665,95842998,50.828,11332675556.135,50.479,-8.632,0.0007921923071425708,73707241,-23.096,7773401957.19,-31.407,-8.966,0.0005377980233078467,49958109,-32.221,5018147172.15,-35.445,-7.177,0.0005049002293068145,55392914,10.879,5774299044.245,15.068,2.44,0.0004901558310195745,50145474,-9.473,4764009892.352501,-17.496,-0.521,0.0004734018058828796,42784668,-14.679,4441994038.325,-6.759,8.513,0.000512406362469734,40274377,-5.867,4667346009.31,5.073,9.773,0.000529743943920626,41388670,2.767,4871834799.6,4.381,4.094,0.0004600834759659719,61909093,49.58,6643831695.680001,36.372,-25.439,0.00038042580305249754,55054765,-11.072,5394903158.1675005,-18.798,7.963,0.00031748981189944227,52016587,-5.518,4675552473.8525,-13.334,-6.11,0.00033272223945849684,54250622,4.295,4723214858.23,1.019,5.22
79,CBRE,CBRE,Real Estate,0.0007006576665362985,169354898,4904529508.35645,-7.218,0.0007358280456874394,174515079,3.047,4910431010.75045,0.12,5.825,0.0006343528473996396,165028136,-5.436,4712914270.13755,-4.022,13.396,0.0006467279086711345,140179491,-15.057,4724130170.619499,0.238,8.719,0.0006066422563691971,133256328,-4.939,4623436708.27175,-2.131,4.238,0.0005159679806040597,103437688,-22.377,3800636783.5262,-17.796,3.3,0.0005963830108387993,114943373,11.123,4776492852.22765,25.676,14.004,0.0005955623489020843,138629584,20.607,6294278526.027199,31.776,8.328,0.0005679293076644338,117977730,-14.897,5572817044.4727,-11.462,1.423,0.0004983327264747369,97690629,-17.196,4649899876.477501,-16.561,-7.089,0.0004907411495732026,136529008,39.757,5612368516.53375,20.699,-9.718,0.0005035436037848153,103858997,-23.929,4894130718.9425,-12.797,25.349,0.0004919246163678752,93266160,-10.199,4615796108.204999,-5.687,2.991,0.0005266469631475726,91061183,-2.364,4797059095.665,3.927,1.942,0.0005572006390610943,92672221,1.769,5124342609.085,6.823,15.467,0.0004226202815342758,120861151,30.418,6102844740.945,19.095,-39.079,0.0004715648392196613,155386819,28.566,6687366156.485001,9.578,27.237,0.00030965671144899304,100392144,-35.392,4560197363.809999,-31.809,3.208,0.0004669704486280021,115676353,15.225,6628958030.889999,45.366,32.293
80,CCI,Crown Castle,Real Estate,0.0018189592175294942,139529109,12732522004.607498,17.661,0.002101093194622395,145721148,4.438,14021310059.8955,10.122,-7.492,0.002135951404241267,181962190,24.87,15869016580.6525,13.178,-7.435,0.0015767319572219344,128427138,-29.421,11517497405.3575,-27.421,8.252,0.0017771230965145748,137608974,7.149,13544088090.2675,17.596,6.067,0.0025574448725236934,185875357,35.075,18838221400.821445,39.088,-0.428,0.001741124645412013,129624938,-30.262,13944846302.631851,-25.976,10.579,0.001859555572832341,181273478,39.845,19652956120.5642,40.933,-0.832,0.0017479723683528098,165085744,-8.93,17152011836.972301,-12.726,-1.615,0.0014919054104071024,125225438,-24.145,13920841267.325003,-18.838,3.227,0.0014802096930638467,154189418,23.129,16928440352.810501,21.605,-2.425,0.0014454314860402342,120031231,-22.153,14048695256.546803,-17.011,19.114,0.0015509807768884598,113068061,-5.801,14553065237.355,3.59,1.558,0.0017246885976173675,114578410,1.336,15709637961.155,7.947,6.244,0.0019203765441046172,129823506,13.305,17660904637.555,12.421,2.347,0.0015913785305298168,156632697,20.65,22980288737.300003,30.12,1.454,0.0016363000745169105,143971354,-8.083,23204736295.195004,0.977,21.559,0.0013762369741122686,122458552,-14.942,20267321809.23,-12.659,-0.852,0.001479792557461107,129827817,6.018,21006645681.015,3.648,-4.534
81,CCL,Carnival Corporation,Consumer Discretionary,0.002036576094852729,293641288,14255817113.365002,-15.326,0.002139216880730818,308870096,5.186,14275722393.875,0.14,9.168,0.001574107335287758,233778382,-24.312,11694805112.984953,-18.079,6.79,0.0014922318077984983,194204959,-16.928,10900252193.01875,-6.794,12.93,0.001664102333953879,203540975,4.807,12682716603.310003,16.353,11.117,0.001860776675582362,205488742,0.957,13706540996.723001,8.073,-1.645,0.0015633952704124361,189132721,-7.96,12521393464.627,-8.647,3.606,0.0013044680585633198,202722657,7.185,13786441174.529997,10.103,-2.44,0.0017291846626158057,269236783,32.81,16967657120.029999,23.075,-12.797,0.0015427367629735481,236827286,-12.038,14395144252.986698,-15.161,12.35,0.0013200372285165614,265892627,12.273,15096625559.976,4.873,-22.509,0.001419175476145513,250891355,-5.642,13793503166.692501,-8.632,3.637,0.0014499317611698995,264776158,5.534,13604908471.11,-1.367,-8.725,0.001311834461906025,258572543,-2.343,11949081410.975002,-12.171,-6.523,0.001259464156388069,259210218,0.247,11582768196.515,-3.066,16.05,0.0022835897386384264,1486978463,473.657,32976159062.53,184.7,-74.352,0.004553457838331977,4463769064,200.191,64573601147.685,95.819,30.317,0.0025217315165823274,2370455770,-46.896,37136587030.020004,-42.49,-10.39,0.004091807905047231,3201121860,35.042,58085951590.118454,56.412,40.376
82,CDAY,Ceridian,Information Technology,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.00015156102590267604,44094440,0.0,1487195425.6096501,0.0,14.844,0.00010526791323903117,26307989,-40.337,982245858.5650002,-33.953,26.596,0.00017658419113130978,53947000,105.059,2019507750.0325003,105.601,-18.847,0.00020020451787543188,42146104,-21.875,1945863424.0222502,-3.647,52.406,0.0002302799076419524,42992089,2.007,2160747940.08,11.043,-3.369,0.00036217713843181987,62600294,45.609,3298955956.705,52.677,-3.196,0.0005231321262634672,91286603,45.825,4811028661.615,45.835,37.021,0.0004096312195298774,90521219,-0.838,5915276296.63,22.952,-26.83,0.00042373550906126055,91579100,1.169,6009087758.295001,1.586,66.254,0.0005058144318910064,95943893,4.766,7448937980.685,23.961,4.554,0.00046134896974326636,68982174,-28.102,6549157376.035,-12.079,26.993
